# n = 10 * k, k from 1 to 25

0.013494, 0.042955, 0.089940, 0.215697, 0.232942, 0.368910, 0.490597, 0.655963, 0.926993, 1.058966, 1.573393, 1.638821, 2.713781, 2.828207, 2.814018, 2.917481, 3.515699, 3.620262, 3.967222, 5.035392, 5.655167, 6.799359, 7.582946, 8.020447, 8.925509, 9.421139, 9.656867, 10.303658, 11.899558, 15.330629, 
